Customer_Key,Customer_ID,Age,Gender,Occupation,Income_Bracket,Customer_Segment,Account_Type,Risk_Category,Join_Date,Credit_Score
701,C000701,51,Female,Self-Employed,Low,Premium,Salary,Low,2019-09-10,609
702,C000702,50,Male,Homemaker,Low,Premium,NRI,Low,2017-11-15,582
703,C000703,52,Male,Salaried,Mid,Retail,Savings,Low,2016-11-16,676
704,C000704,39,Male,Salaried,Mid,Retail,Savings,High,2021-03-04,770
705,C000705,62,Male,Student,Mid,Retail,Savings,Low,2021-10-27,749
706,C000706,40,Other,Student,Mid,Corporate,Savings,Medium,2016-07-08,675
707,C000707,25,Male,Salaried,Mid,SME,Current,Medium,2017-11-23,590
708,C000708,22,Female,Salaried,Low,Premium,Savings,Medium,2019-10-20,824
709,C000709,62,Male,Salaried,High,Premium,Savings,Medium,2018-09-26,846
710,C000710,36,Female,Salaried,Mid,SME,Current,Low,2014-04-19,634
711,C000711,29,Female,Student,Mid,Retail,NRI,Medium,2017-04-27,638
712,C000712,36,Female,Self-Employed,Mid,Retail,Savings,Low,2023-02-02,591
713,C000713,36,Male,Salaried,Low,Premium,Current,High,2019-06-20,669
714,C000714,60,Male,Salaried,Mid,Corporate,Savings,Medium,2015-02-18,828
715,C000715,43,Male,Salaried,Mid,Corporate,NRI,High,2015-11-10,582
716,C000716,39,Female,Salaried,Mid,Retail,NRI,Low,2013-07-01,825
717,C000717,37,Female,Business Owner,Mid,Retail,Savings,Low,2020-12-13,702
718,C000718,23,Female,Homemaker,High,Retail,Current,Low,2017-11-22,639
719,C000719,57,Male,Student,Mid,Retail,NRI,Low,2013-01-07,653
720,C000720,41,Female,Salaried,High,Retail,Savings,Low,2018-10-31,561
721,C000721,37,Female,Retired,Mid,Corporate,Savings,Medium,2023-05-20,709
722,C000722,24,Male,Student,Low,Retail,Current,Low,2022-01-17,745
723,C000723,51,Male,Student,Low,Corporate,Savings,Medium,2019-01-15,811
724,C000724,23,Female,Self-Employed,Mid,Retail,Savings,High,2020-09-14,640
725,C000725,56,Female,Salaried,Low,Premium,NRI,Medium,2021-01-25,746
726,C000726,47,Female,Salaried,Low,Retail,Current,Low,2023-07-19,618
727,C000727,26,Male,Salaried,High,Retail,Savings,Low,2021-04-28,769
728,C000728,23,Female,Salaried,High,Retail,Savings,Low,2021-04-07,763
729,C000729,41,Male,Salaried,Mid,SME,Savings,Low,2020-07-09,695
730,C000730,55,Male,Self-Employed,Low,Corporate,Savings,Medium,2015-03-19,782
731,C000731,55,Male,Business Owner,Low,Retail,Savings,Low,2017-01-31,783
732,C000732,41,Female,Self-Employed,Low,Retail,Current,High,2017-11-02,763
733,C000733,46,Female,Salaried,Mid,SME,Savings,Medium,2013-10-14,610
734,C000734,41,Female,Homemaker,High,Retail,Savings,Medium,2023-08-23,627
735,C000735,46,Male,Retired,Mid,Retail,Savings,Low,2020-06-13,644
736,C000736,35,Female,Student,Low,Premium,Salary,Low,2023-04-30,765
737,C000737,68,Male,Homemaker,Mid,SME,Savings,Medium,2016-09-14,762
738,C000738,65,Female,Self-Employed,Mid,Retail,Savings,Low,2019-12-28,749
739,C000739,64,Male,Homemaker,Mid,Retail,Savings,Low,2016-07-09,580
740,C000740,64,Male,Salaried,Mid,SME,Current,Low,2020-06-10,839
741,C000741,60,Male,Salaried,Mid,Retail,Current,Low,2022-07-06,684
742,C000742,33,Male,Salaried,Low,Retail,Savings,Medium,2014-05-26,632
743,C000743,69,Female,Salaried,Low,Premium,Savings,Low,2021-01-27,596
744,C000744,26,Male,Salaried,High,Corporate,Savings,Medium,2023-02-04,755
745,C000745,23,Male,Business Owner,Low,Retail,Savings,Low,2016-05-15,626
746,C000746,37,Female,Student,Low,SME,Savings,Medium,2018-09-09,808
747,C000747,51,Male,Self-Employed,Low,Premium,Savings,High,2016-06-20,641
748,C000748,68,Female,Salaried,Low,Retail,Savings,High,2020-06-24,649
749,C000749,64,Female,Student,Mid,SME,Savings,Low,2017-07-31,744
750,C000750,59,Female,Business Owner,High,Retail,Savings,Low,2016-08-29,741
751,C000751,66,Male,Salaried,Mid,Retail,Current,Low,2017-07-07,617
752,C000752,63,Female,Business Owner,Mid,Premium,Savings,Medium,2020-10-26,791
753,C000753,45,Female,Salaried,Mid,Retail,Savings,Medium,2016-04-26,639
754,C000754,51,Male,Salaried,Mid,Retail,Savings,Medium,2019-03-21,559
755,C000755,58,Male,Retired,High,Retail,Salary,Low,2014-06-06,813
756,C000756,60,Female,Salaried,High,Retail,NRI,Medium,2015-02-25,817
757,C000757,32,Female,Self-Employed,Low,Corporate,Savings,Low,2017-09-19,667
758,C000758,35,Female,Retired,Mid,Premium,Savings,Medium,2020-06-16,799
759,C000759,44,Female,Business Owner,Mid,SME,Savings,Low,2023-07-19,608
760,C000760,37,Female,Salaried,High,Retail,Savings,Medium,2017-04-02,744
761,C000761,42,Male,Salaried,Mid,Retail,Savings,Low,2020-08-06,599
762,C000762,25,Male,Salaried,High,Retail,Current,Low,2021-05-23,845
763,C000763,54,Male,Business Owner,Mid,Retail,Savings,Medium,2023-02-15,646
764,C000764,68,Female,Self-Employed,Low,Retail,NRI,Low,2014-12-14,676
765,C000765,35,Male,Salaried,Mid,Corporate,Savings,Medium,2019-11-27,795
766,C000766,40,Female,Homemaker,High,SME,NRI,Medium,2019-05-21,636
767,C000767,26,Female,Self-Employed,High,SME,Current,Medium,2016-05-17,626
768,C000768,57,Female,Salaried,Low,Retail,Savings,Low,2017-07-22,753
769,C000769,52,Male,Self-Employed,Mid,Corporate,Savings,Low,2019-02-23,695
770,C000770,66,Female,Business Owner,Mid,Retail,Savings,Medium,2022-05-08,698
771,C000771,39,Male,Salaried,Low,Retail,Savings,Low,2013-01-02,660
772,C000772,65,Female,Salaried,Mid,Corporate,Savings,Medium,2016-05-29,678
773,C000773,52,Male,Student,Low,Premium,Current,Low,2016-03-21,802
774,C000774,51,Male,Self-Employed,High,Retail,Savings,Low,2015-05-11,715
775,C000775,42,Female,Self-Employed,Mid,Retail,Salary,Low,2017-10-27,846
776,C000776,68,Male,Self-Employed,High,Retail,Savings,Low,2021-10-24,686
777,C000777,51,Male,Salaried,Low,Premium,Salary,Low,2019-07-04,828
778,C000778,62,Female,Salaried,Mid,Retail,Savings,Medium,2019-10-21,560
779,C000779,25,Female,Self-Employed,Low,SME,Current,Medium,2020-05-05,620
780,C000780,26,Female,Salaried,Low,Retail,Savings,Low,2016-08-12,708
781,C000781,62,Female,Salaried,Low,Retail,Savings,High,2018-03-20,765
782,C000782,66,Female,Student,Low,Retail,NRI,Medium,2017-12-15,575
783,C000783,31,Male,Homemaker,Mid,Premium,Savings,High,2017-12-17,835
784,C000784,48,Male,Student,Low,Retail,Current,Medium,2020-07-30,711
785,C000785,37,Male,Retired,Mid,Premium,Current,Medium,2015-05-26,651
786,C000786,51,Female,Salaried,Mid,Corporate,Savings,Low,2018-09-25,618
787,C000787,34,Female,Homemaker,High,SME,Savings,Low,2018-04-23,682
788,C000788,57,Male,Salaried,High,Corporate,Current,Low,2021-11-26,738
789,C000789,42,Male,Homemaker,Mid,Corporate,Savings,Medium,2023-02-09,760
790,C000790,66,Female,Homemaker,Mid,Premium,Current,Low,2023-10-07,792
791,C000791,61,Male,Business Owner,Low,Corporate,NRI,Medium,2021-12-05,715
792,C000792,66,Female,Homemaker,High,Retail,Savings,Low,2021-04-03,610
793,C000793,36,Male,Self-Employed,Low,Retail,Savings,Medium,2014-11-27,828
794,C000794,41,Female,Salaried,Low,Retail,Current,Low,2020-05-22,662
795,C000795,41,Male,Self-Employed,Low,Retail,Savings,Low,2013-12-14,579
796,C000796,66,Female,Self-Employed,Mid,Retail,Savings,Low,2016-03-08,710
797,C000797,26,Female,Salaried,Low,SME,Savings,Low,2018-10-13,783
798,C000798,53,Female,Business Owner,Mid,Retail,Savings,Low,2020-06-12,719
799,C000799,27,Female,Homemaker,Low,Retail,Savings,Medium,2020-02-06,735
800,C000800,51,Female,Salaried,Mid,Premium,Savings,Low,2019-12-12,606
801,C000801,47,Female,Student,Low,Retail,Current,Low,2016-10-04,789
802,C000802,58,Male,Retired,Low,Retail,Savings,Medium,2014-01-18,806
803,C000803,34,Female,Retired,High,Retail,Savings,Low,2022-03-07,750
804,C000804,50,Female,Homemaker,Low,Retail,Salary,High,2023-09-05,655
805,C000805,26,Male,Self-Employed,High,Retail,Current,High,2021-06-04,839
806,C000806,46,Female,Homemaker,Mid,Corporate,NRI,Low,2015-08-21,650
807,C000807,34,Female,Student,Low,Premium,Savings,Low,2020-07-18,646
808,C000808,45,Female,Salaried,High,Retail,Current,Low,2016-06-25,702
809,C000809,52,Male,Self-Employed,Low,Retail,Savings,Medium,2015-07-10,578
810,C000810,41,Male,Business Owner,High,Retail,Savings,Medium,2022-01-17,702
811,C000811,29,Other,Salaried,Low,Corporate,Savings,Medium,2015-03-27,622
812,C000812,30,Female,Business Owner,High,Retail,Savings,Medium,2014-08-27,803
813,C000813,42,Male,Business Owner,Low,Retail,NRI,Low,2013-04-11,553
814,C000814,41,Female,Salaried,Mid,Corporate,Savings,Medium,2013-07-09,786
815,C000815,36,Female,Self-Employed,Mid,Retail,Current,Medium,2015-09-30,587
816,C000816,47,Male,Student,High,Retail,Current,Medium,2018-05-01,569
817,C000817,63,Female,Self-Employed,High,Retail,Current,High,2019-11-09,662
818,C000818,32,Male,Salaried,High,SME,Savings,Medium,2022-07-13,572
819,C000819,58,Male,Salaried,High,Corporate,Current,Low,2021-08-14,685
820,C000820,62,Male,Salaried,Low,Premium,Savings,Low,2013-10-26,797
821,C000821,32,Female,Retired,Low,Retail,Savings,Low,2018-02-09,646
822,C000822,48,Male,Salaried,Low,Premium,Salary,Low,2017-08-25,582
823,C000823,51,Male,Business Owner,Mid,SME,Savings,High,2022-12-09,684
824,C000824,40,Male,Salaried,Mid,SME,Savings,Low,2020-01-24,804
825,C000825,55,Female,Salaried,Mid,Retail,NRI,Medium,2019-06-16,827
826,C000826,59,Female,Student,Low,Corporate,Savings,Medium,2015-03-08,682
827,C000827,44,Male,Business Owner,Mid,Retail,Current,Low,2021-01-21,787
828,C000828,22,Male,Salaried,Low,Retail,Savings,High,2020-10-23,564
829,C000829,24,Female,Self-Employed,Mid,Premium,Savings,High,2017-04-22,826
830,C000830,24,Male,Salaried,Mid,Retail,Savings,Medium,2018-07-18,675
831,C000831,49,Male,Self-Employed,Mid,SME,Savings,Low,2017-06-25,566
832,C000832,35,Male,Business Owner,Mid,Retail,Savings,Low,2015-09-27,599
833,C000833,51,Male,Salaried,Mid,Premium,Current,Low,2014-08-28,684
834,C000834,26,Male,Salaried,Low,SME,Savings,Low,2020-05-11,667
835,C000835,36,Male,Salaried,Mid,SME,Salary,Medium,2020-09-17,609
836,C000836,59,Male,Retired,Low,Retail,Savings,High,2013-01-23,674
837,C000837,35,Female,Homemaker,Mid,Retail,Savings,Medium,2023-01-05,665
838,C000838,35,Male,Salaried,Mid,Premium,Current,High,2021-06-03,722
839,C000839,29,Female,Student,Low,Retail,Salary,Medium,2022-08-26,736
840,C000840,29,Female,Salaried,Low,SME,Savings,Low,2021-08-21,637
841,C000841,40,Male,Salaried,High,SME,Current,High,2022-12-06,752
842,C000842,53,Female,Student,High,Retail,NRI,Low,2014-03-13,731
843,C000843,52,Male,Retired,Mid,Retail,Savings,High,2021-09-24,717
844,C000844,50,Female,Homemaker,Low,Retail,NRI,Low,2017-10-08,730
845,C000845,62,Male,Self-Employed,Low,SME,Savings,Low,2015-06-16,849
846,C000846,32,Male,Salaried,Mid,Retail,Current,High,2014-12-22,679
847,C000847,66,Male,Student,High,Retail,Salary,Medium,2022-01-07,698
848,C000848,34,Other,Salaried,Low,Retail,Current,High,2023-09-29,758
849,C000849,48,Male,Self-Employed,Mid,Premium,Savings,High,2020-10-21,660
850,C000850,40,Female,Salaried,Low,Retail,Savings,Low,2018-10-23,686
851,C000851,47,Male,Business Owner,High,Retail,Salary,Medium,2018-03-18,760
852,C000852,58,Female,Salaried,Mid,SME,Savings,Low,2013-07-25,695
853,C000853,69,Male,Salaried,Mid,SME,Savings,Medium,2019-04-03,633
854,C000854,30,Female,Retired,Mid,Corporate,Current,Medium,2015-10-18,579
855,C000855,49,Male,Salaried,Mid,Retail,Savings,Low,2023-04-16,614
856,C000856,53,Male,Self-Employed,Low,Retail,Savings,Medium,2022-07-07,573
857,C000857,24,Male,Salaried,Low,Premium,Savings,Medium,2014-05-13,760
858,C000858,53,Male,Salaried,High,Retail,Savings,Low,2018-02-13,771
859,C000859,26,Female,Salaried,High,SME,Current,Medium,2014-07-01,639
860,C000860,29,Male,Salaried,High,Premium,Current,Medium,2021-12-27,655
861,C000861,35,Female,Retired,Mid,Retail,Savings,High,2018-03-19,721
862,C000862,24,Male,Salaried,High,SME,NRI,Low,2020-06-27,779
863,C000863,45,Female,Homemaker,Low,SME,NRI,Low,2018-12-16,626
864,C000864,34,Male,Self-Employed,Mid,Retail,Current,Medium,2019-04-09,617
865,C000865,64,Male,Self-Employed,Mid,Premium,Savings,Low,2019-09-05,641
866,C000866,50,Female,Self-Employed,Mid,Retail,Current,High,2016-07-23,637
867,C000867,29,Male,Self-Employed,Mid,Retail,Savings,Low,2023-08-28,599
868,C000868,63,Male,Student,Low,Retail,Current,Medium,2021-06-21,652
869,C000869,52,Female,Salaried,Mid,Premium,Current,Medium,2022-12-31,595
870,C000870,47,Female,Salaried,High,SME,Savings,Low,2017-12-18,728
871,C000871,39,Male,Retired,Mid,Premium,Salary,Low,2019-11-15,816
872,C000872,39,Male,Retired,Low,Retail,Savings,Medium,2022-02-21,817
873,C000873,28,Female,Retired,Low,Premium,Current,Medium,2021-01-25,557
874,C000874,69,Male,Self-Employed,Low,Retail,Savings,Low,2023-01-02,814
875,C000875,59,Male,Student,Low,Corporate,Salary,High,2018-08-30,627
876,C000876,69,Male,Self-Employed,Mid,Retail,Savings,Low,2017-10-14,789
877,C000877,37,Female,Self-Employed,Mid,Retail,Savings,Low,2022-04-26,807
878,C000878,54,Female,Salaried,Mid,Retail,Savings,Medium,2023-03-04,745
879,C000879,24,Male,Self-Employed,Mid,Corporate,Savings,Low,2019-02-23,680
880,C000880,59,Male,Salaried,High,Retail,Savings,High,2018-01-01,810
881,C000881,25,Male,Salaried,Low,Corporate,Current,Low,2023-01-23,791
882,C000882,57,Female,Retired,Mid,Retail,Savings,Low,2014-10-14,720
883,C000883,25,Male,Salaried,High,Retail,Savings,Low,2021-05-05,696
884,C000884,63,Male,Salaried,Low,Retail,Savings,Medium,2022-08-30,819
885,C000885,30,Female,Salaried,Low,SME,NRI,Medium,2018-04-29,698
886,C000886,61,Male,Retired,High,SME,Current,Medium,2018-01-18,848
887,C000887,38,Female,Self-Employed,Mid,Retail,Current,Low,2015-11-28,577
888,C000888,38,Male,Self-Employed,Mid,Retail,Current,Low,2021-06-07,698
889,C000889,54,Male,Student,Low,Retail,Savings,Medium,2015-10-10,829
890,C000890,41,Male,Student,Mid,Premium,Savings,Low,2022-06-03,731
891,C000891,35,Female,Salaried,Mid,Retail,Savings,High,2020-02-25,715
892,C000892,43,Female,Business Owner,Low,SME,NRI,Low,2016-02-10,566
893,C000893,48,Female,Student,Mid,SME,Salary,Medium,2021-08-03,699
894,C000894,64,Male,Business Owner,Low,Retail,Savings,Low,2021-09-21,594
895,C000895,24,Female,Salaried,Mid,Retail,Savings,Medium,2018-11-06,738
896,C000896,45,Male,Retired,Low,Corporate,Savings,Low,2018-06-08,688
897,C000897,51,Male,Self-Employed,Low,Corporate,Savings,Low,2020-01-12,610
898,C000898,29,Female,Salaried,Low,Retail,Current,Low,2015-09-07,843
899,C000899,43,Male,Self-Employed,Low,Retail,Savings,Low,2016-01-30,582
900,C000900,46,Male,Salaried,High,Retail,Salary,Low,2017-12-07,848
901,C000901,31,Male,Salaried,Low,Retail,Savings,Medium,2013-11-14,661
902,C000902,50,Male,Student,Mid,Retail,Salary,Medium,2021-01-01,840
903,C000903,61,Male,Salaried,Low,Retail,Current,Medium,2016-03-16,586
904,C000904,22,Female,Self-Employed,Mid,Premium,Current,Medium,2015-08-19,649
905,C000905,42,Male,Self-Employed,High,Retail,Current,Medium,2016-01-18,572
906,C000906,60,Female,Salaried,Low,Retail,Current,Low,2016-10-07,767
907,C000907,45,Female,Homemaker,High,Retail,Current,Low,2016-08-02,638
908,C000908,30,Male,Salaried,Low,Corporate,Current,Low,2023-01-06,758
909,C000909,65,Male,Salaried,Mid,Corporate,Current,Medium,2019-01-22,820
910,C000910,47,Male,Salaried,Mid,Retail,Salary,Low,2013-11-27,786
911,C000911,30,Female,Salaried,High,Retail,Current,Low,2014-07-21,758
912,C000912,41,Male,Salaried,Mid,SME,Current,Medium,2014-09-10,827
913,C000913,56,Female,Business Owner,Mid,Retail,NRI,Low,2015-08-06,755
914,C000914,57,Male,Homemaker,Low,Retail,Savings,High,2017-04-18,627
915,C000915,63,Female,Salaried,Low,Retail,Savings,High,2020-10-13,647
916,C000916,57,Male,Business Owner,High,Retail,Savings,Low,2014-09-18,643
917,C000917,30,Male,Business Owner,Mid,Retail,Savings,Low,2020-12-03,629
918,C000918,43,Female,Student,Mid,SME,NRI,Low,2015-05-27,587
919,C000919,22,Female,Self-Employed,Mid,Premium,Savings,Medium,2013-09-21,777
920,C000920,26,Male,Salaried,Mid,Retail,Current,Low,2017-08-27,683
921,C000921,30,Female,Salaried,High,SME,Savings,Medium,2017-07-28,745
922,C000922,58,Male,Business Owner,Mid,Retail,Savings,Medium,2016-09-17,831
923,C000923,59,Female,Student,Mid,Retail,Current,Low,2019-02-01,650
924,C000924,40,Female,Salaried,High,Premium,NRI,Low,2018-03-24,624
925,C000925,29,Male,Salaried,Low,Premium,Savings,Medium,2017-08-31,843
926,C000926,63,Male,Retired,Low,Retail,Current,Low,2013-09-13,757
927,C000927,64,Male,Student,Mid,Retail,Current,Medium,2015-04-28,632
928,C000928,53,Female,Homemaker,Low,Premium,Savings,Low,2022-05-05,692
929,C000929,34,Female,Student,Mid,Premium,Savings,Medium,2017-09-17,605
930,C000930,41,Male,Salaried,High,Premium,Salary,High,2017-05-15,836
931,C000931,57,Male,Self-Employed,Mid,Retail,Savings,High,2023-02-24,760
932,C000932,64,Female,Business Owner,Mid,Retail,Savings,Low,2021-08-20,728
933,C000933,65,Other,Salaried,High,Retail,Savings,Low,2019-07-21,607
934,C000934,58,Female,Self-Employed,Mid,Retail,Current,Medium,2023-08-12,622
935,C000935,51,Male,Business Owner,Mid,SME,Current,Low,2020-10-19,764
936,C000936,31,Male,Salaried,Mid,Retail,Current,Low,2013-03-22,815
937,C000937,52,Male,Student,High,Retail,Savings,High,2022-08-11,622
938,C000938,46,Female,Self-Employed,Mid,Corporate,NRI,Low,2022-11-17,820
939,C000939,50,Male,Homemaker,Mid,Retail,Savings,Low,2021-08-02,783
940,C000940,45,Female,Salaried,High,Retail,Savings,Low,2019-06-17,568
941,C000941,60,Male,Salaried,Mid,Corporate,Savings,Medium,2017-04-08,662
942,C000942,42,Female,Business Owner,Mid,Corporate,Savings,Medium,2018-05-08,612
943,C000943,62,Female,Salaried,High,Premium,NRI,Low,2013-01-25,733
944,C000944,30,Female,Business Owner,Mid,Retail,Salary,Low,2023-07-29,826
945,C000945,63,Male,Student,Mid,Premium,Savings,Low,2016-12-11,711
946,C000946,63,Male,Salaried,High,Corporate,NRI,Medium,2016-05-08,792
947,C000947,23,Male,Self-Employed,Mid,Retail,Current,Low,2021-06-14,694
948,C000948,25,Female,Self-Employed,Mid,Retail,Salary,High,2017-05-17,695
949,C000949,29,Female,Salaried,High,Corporate,Savings,Low,2022-07-28,630
950,C000950,53,Female,Retired,High,Retail,Current,High,2023-01-01,592
951,C000951,35,Female,Student,Mid,Corporate,Savings,Low,2023-09-11,842
952,C000952,34,Female,Business Owner,Low,Retail,NRI,Medium,2022-05-17,725
953,C000953,42,Male,Business Owner,Mid,Retail,Savings,Low,2017-09-13,618
954,C000954,45,Female,Self-Employed,Mid,Retail,Current,Low,2019-01-14,605
955,C000955,39,Male,Retired,Mid,Corporate,Savings,High,2021-05-20,668
956,C000956,66,Male,Business Owner,Mid,Retail,Savings,High,2021-03-29,753
957,C000957,61,Male,Business Owner,Mid,Premium,Current,Low,2019-02-15,604
958,C000958,47,Male,Retired,Mid,Premium,NRI,Medium,2021-12-21,587
959,C000959,53,Male,Salaried,Low,Premium,Current,Medium,2019-10-07,792
960,C000960,65,Female,Student,Mid,SME,NRI,High,2023-01-26,750
961,C000961,54,Male,Salaried,Mid,Premium,Savings,Low,2015-06-23,785
962,C000962,52,Female,Salaried,Low,Retail,Savings,Medium,2018-06-23,564
963,C000963,39,Male,Salaried,Low,SME,Savings,Low,2015-06-18,693
964,C000964,56,Male,Homemaker,Mid,Premium,Savings,Low,2016-01-23,626
965,C000965,33,Male,Retired,Mid,Retail,Current,High,2017-11-21,812
966,C000966,46,Male,Business Owner,Low,Retail,Current,Low,2018-06-13,734
967,C000967,66,Female,Business Owner,High,Corporate,Current,Low,2013-04-29,604
968,C000968,52,Male,Self-Employed,Mid,Retail,Current,Medium,2017-05-12,553
969,C000969,31,Female,Retired,High,Premium,Current,Medium,2016-10-08,848
970,C000970,68,Male,Self-Employed,Mid,Retail,Savings,Low,2020-07-02,589
971,C000971,55,Female,Salaried,Mid,Retail,Savings,Low,2020-08-13,779
972,C000972,24,Female,Salaried,High,Premium,Current,High,2021-12-14,835
973,C000973,67,Female,Student,Mid,Retail,Savings,Low,2017-07-15,687
974,C000974,60,Male,Business Owner,Mid,Retail,Savings,Medium,2021-02-14,652
975,C000975,29,Male,Salaried,Low,Premium,Savings,Medium,2014-11-08,556
976,C000976,53,Male,Salaried,Mid,Retail,Current,Low,2022-06-05,713
977,C000977,64,Female,Student,Low,Premium,Savings,High,2018-03-30,825
978,C000978,50,Male,Salaried,Low,Corporate,Current,Medium,2023-04-25,598
979,C000979,43,Male,Business Owner,Low,Corporate,Current,Low,2014-06-07,645
980,C000980,41,Female,Homemaker,Low,Retail,Savings,Medium,2019-12-24,608
981,C000981,27,Male,Self-Employed,High,Retail,Current,Medium,2018-12-28,780
982,C000982,64,Female,Salaried,Low,Premium,Current,Medium,2013-04-21,726
983,C000983,50,Male,Business Owner,Mid,SME,Current,High,2023-03-04,639
984,C000984,63,Male,Student,High,Corporate,Current,Low,2017-06-02,831
985,C000985,38,Female,Self-Employed,Mid,Corporate,Savings,Low,2019-08-22,585
986,C000986,52,Male,Homemaker,Low,Retail,Current,Low,2019-05-01,720
987,C000987,55,Female,Salaried,Mid,Retail,Savings,Low,2020-06-08,675
988,C000988,59,Male,Self-Employed,Mid,Retail,Salary,Low,2013-04-22,848
989,C000989,58,Male,Business Owner,Mid,Retail,NRI,High,2013-12-10,753
990,C000990,25,Female,Retired,Mid,Retail,Current,Medium,2020-03-17,838
991,C000991,23,Female,Salaried,High,SME,Savings,Medium,2017-10-22,646
992,C000992,33,Female,Student,Mid,Retail,Savings,Medium,2014-07-10,787
993,C000993,56,Male,Self-Employed,Mid,Retail,Savings,Medium,2022-09-21,722
994,C000994,27,Female,Salaried,Mid,Retail,Savings,Low,2018-03-07,637
995,C000995,67,Male,Salaried,Low,SME,Savings,High,2015-01-15,566
996,C000996,29,Male,Retired,High,Premium,Savings,Low,2013-07-25,689
997,C000997,42,Female,Salaried,Low,Premium,Savings,High,2015-12-02,803
998,C000998,67,Male,Salaried,Mid,SME,Salary,Medium,2017-04-02,827
999,C000999,56,Female,Salaried,High,Retail,Savings,Low,2016-09-02,700
1000,C001000,69,Male,Retired,Mid,Premium,Salary,Medium,2015-05-17,689
1001,C001001,36,Male,Business Owner,Mid,Retail,Salary,Medium,2018-02-06,663
1002,C001002,28,Female,Student,Mid,Retail,Savings,Low,2016-08-31,617
1003,C001003,36,Female,Salaried,High,Corporate,Current,Medium,2016-10-14,728
1004,C001004,66,Female,Business Owner,Mid,Corporate,Savings,Low,2021-07-15,674
1005,C001005,27,Female,Self-Employed,High,Retail,Current,Low,2022-11-13,782
1006,C001006,68,Female,Student,Low,Retail,Savings,High,2017-04-02,696
1007,C001007,38,Female,Retired,Mid,Premium,Savings,Medium,2016-02-14,660
1008,C001008,25,Female,Salaried,High,Retail,Current,High,2021-06-08,787
1009,C001009,43,Male,Business Owner,Low,Retail,Savings,Medium,2023-09-02,552
1010,C001010,53,Male,Salaried,Mid,Retail,Current,Low,2022-05-01,760
1011,C001011,43,Male,Self-Employed,Low,Retail,Savings,Medium,2017-09-23,574
1012,C001012,48,Other,Salaried,Mid,Corporate,Savings,Medium,2015-10-31,733
1013,C001013,67,Female,Salaried,Mid,Retail,Savings,High,2022-05-13,610
1014,C001014,36,Male,Salaried,Mid,Retail,Savings,Low,2013-12-02,672
1015,C001015,65,Female,Business Owner,Low,Premium,Savings,High,2018-04-11,604
1016,C001016,43,Female,Salaried,Low,Corporate,Savings,High,2013-03-21,712
1017,C001017,49,Male,Business Owner,Low,Retail,Savings,Medium,2021-05-27,736
1018,C001018,63,Female,Self-Employed,Mid,Retail,NRI,High,2019-01-19,588
1019,C001019,59,Female,Salaried,Mid,Retail,Savings,Low,2013-08-02,734
1020,C001020,30,Male,Student,High,Premium,Current,High,2023-09-05,632
1021,C001021,55,Female,Salaried,Mid,Premium,Savings,Medium,2016-12-04,744
1022,C001022,57,Male,Self-Employed,Mid,Corporate,NRI,Low,2015-07-08,583
1023,C001023,30,Female,Business Owner,High,SME,Savings,High,2020-04-16,662
1024,C001024,36,Female,Salaried,Mid,Corporate,Savings,Low,2013-10-09,779
1025,C001025,66,Female,Salaried,High,Premium,Savings,Low,2021-10-05,832
1026,C001026,41,Male,Salaried,Mid,Retail,Savings,Medium,2023-09-27,836
1027,C001027,29,Female,Retired,Low,Retail,Current,Low,2020-04-23,704
1028,C001028,49,Female,Business Owner,Low,SME,Savings,Low,2013-06-14,714
1029,C001029,40,Male,Business Owner,Mid,Retail,Salary,Medium,2021-06-17,731
1030,C001030,37,Female,Business Owner,Low,Retail,Savings,Low,2013-05-08,788
1031,C001031,32,Male,Salaried,Mid,Premium,Savings,Low,2023-08-26,686
1032,C001032,63,Female,Self-Employed,Mid,Retail,Current,Low,2015-10-10,815
1033,C001033,29,Male,Student,Mid,Premium,Savings,Low,2015-03-28,736
1034,C001034,54,Male,Salaried,Mid,Premium,NRI,Medium,2022-05-31,589
1035,C001035,31,Male,Salaried,Low,Retail,Savings,Medium,2013-03-25,716
1036,C001036,39,Female,Salaried,Mid,Corporate,Current,High,2019-12-20,809
1037,C001037,56,Male,Self-Employed,Mid,Retail,Savings,Medium,2014-09-17,692
1038,C001038,64,Female,Homemaker,High,Retail,NRI,Low,2015-09-05,753
1039,C001039,24,Male,Salaried,Mid,Premium,Current,High,2014-06-02,725
1040,C001040,61,Male,Self-Employed,High,Premium,Savings,Medium,2018-04-24,811
1041,C001041,48,Female,Salaried,Mid,Corporate,Savings,Medium,2020-07-05,801
1042,C001042,49,Female,Homemaker,Mid,Retail,Savings,Medium,2014-04-14,749
1043,C001043,67,Male,Salaried,Low,Premium,Salary,High,2019-04-30,748
1044,C001044,27,Female,Self-Employed,Mid,Retail,Savings,Medium,2023-08-19,745
1045,C001045,68,Female,Business Owner,Mid,SME,Savings,Low,2015-06-12,626
1046,C001046,35,Female,Business Owner,Mid,Retail,Savings,Medium,2018-03-20,568
1047,C001047,28,Male,Self-Employed,Mid,Premium,Savings,Low,2020-11-05,611
1048,C001048,31,Male,Salaried,Mid,Retail,Current,Low,2015-11-16,830
1049,C001049,36,Female,Salaried,Mid,Retail,Salary,Low,2021-08-08,799
1050,C001050,52,Male,Salaried,Mid,Retail,Savings,Low,2017-02-19,776
1051,C001051,50,Female,Salaried,Low,Corporate,NRI,Low,2014-11-19,676
