Performance_ID,Date_Key,Branch_Key,Customer_Key,Employee_Key,Product_Key,Transaction_Count,Transaction_Amount,Customer_Attrition_Flag,Employee_Customer_Ratio,Avg_Service_Time,Customer_Satisfaction_Score,Revenue_Generated,Operating_Cost
8089,1474,16,1920,29,13,167,349264.2,0,0.116,9,4.1,19335.77,11079.09
8090,377,6,50,25,9,296,4188928.37,0,0.3669,23.2,3.9,198754.95,138407.45
8091,391,9,1188,87,13,285,167939.4,0,0.3701,19.6,5,9050.76,4222.33
8092,481,1,1172,187,15,301,482362.49,0,0.0313,14.3,4.8,7099.02,5304.47
8093,821,6,555,100,5,365,3185866.36,0,0.429,57,2.1,98686.78,48108.77
8094,114,18,1160,441,14,91,3342841.35,0,0.0341,45.8,3.1,146607.03,53821.18
8095,1770,13,1782,496,11,34,2749664.95,0,0.4854,45.5,3.2,162179.92,58943.19
8096,774,2,1242,255,14,90,389718.13,0,0.2934,24.7,4.3,10335.98,7894.9
8097,172,19,1961,396,2,15,3884491.95,0,0.203,44.3,3.5,207177.6,87890.7
8098,18,2,506,178,14,70,2991437.87,0,0.3153,30.5,3.2,171693.61,69476.07
8099,235,4,1817,140,15,217,3352703.02,0,0.0998,28.9,4,98267.43,66184.69
8100,1334,4,1396,82,14,338,15501.59,0,0.2543,49.4,3.5,781.6,468.69
8101,1693,10,234,356,1,71,440399.52,0,0.3537,22.1,4.4,5608.76,3588.06
8102,723,17,775,432,5,130,3604923.35,1,0.3376,7.2,4.5,161578.79,63467.11
8103,281,16,1139,434,8,354,3389193.84,0,0.4566,4.9,4.8,109151.92,81021.04
8104,831,8,1878,19,10,129,992572.29,0,0.1637,51,2.7,10665.7,6460.11
8105,1220,6,189,368,15,121,2524854.69,0,0.0631,48.3,3,123770.44,70587.91
8106,1139,2,1441,255,4,182,1562713.15,0,0.2051,34.1,4,64727.11,35424.52
8107,1421,15,1221,53,4,125,3124889.89,0,0.0924,22,4.4,98352.19,38324.59
8108,1696,11,550,35,4,110,3987645.46,0,0.4498,15.6,4.8,82832.83,50190.96
8109,1691,16,524,369,8,386,940986.55,0,0.4912,50.1,3.1,36264.26,20276.89
8110,1587,4,1660,155,13,234,3246877.21,0,0.3282,8.7,4,55584.15,19455.23
8111,418,11,1580,67,7,164,2172502.86,0,0.4031,51.3,2.9,28862.71,22926.62
8112,284,14,821,461,13,452,964579.51,0,0.3574,19.6,4.2,36850.01,29024.36
8113,585,8,14,230,11,28,1983235.26,0,0.2875,14.7,4.6,36247.07,21511.6
8114,1352,6,967,51,1,215,522036.52,0,0.4193,55.9,2.1,25695.24,12582.98
8115,1365,19,860,361,10,103,3288654.86,0,0.4498,24.8,4.6,40769.94,29087.1
8116,622,4,1588,403,6,404,4990989.3,0,0.271,57.4,2.4,85341.65,65589.25
8117,1822,4,1269,43,4,165,3666595.3,0,0.4112,39.4,3.5,172687.84,133790.55
8118,221,6,1716,35,2,59,4260087.24,0,0.2134,37.1,3.9,224631.09,89012.28
8119,9,11,1326,15,3,44,1129607.04,0,0.1397,24.1,4.6,24870.39,10172.04
8120,1106,1,1488,144,4,140,531832.75,0,0.2476,17.1,4.3,7192.69,4415.9
8121,832,2,1961,355,10,32,11730.56,1,0.1463,8.2,4.6,279.41,132.12
8122,1318,9,1666,69,7,249,3648232.45,0,0.2142,36.1,3.4,52643.31,30944.84
8123,375,16,433,199,1,294,4115872.7,0,0.3311,4.9,5,60987.36,47052.25
8124,534,6,612,85,1,31,946252.35,0,0.1108,25.5,3.3,41633.58,18039.97
8125,1439,9,462,169,3,18,2391942.38,1,0.3704,51.8,2.9,107391.59,45204.41
8126,1123,19,878,438,2,157,2925548.61,0,0.4512,54.9,3.4,160437.63,100976.95
8127,1706,5,284,193,3,226,4790985.33,0,0.2098,27,3.7,219411.44,90134.51
8128,702,10,623,473,3,307,4569805.97,0,0.488,22.3,4,76923.59,37109.4
8129,1642,7,800,30,11,413,79675.9,0,0.3538,31.9,3.3,3811.61,2376.4
8130,832,2,1628,147,13,91,247073.76,0,0.3004,8,4.1,9645.83,7395.02
8131,777,20,1612,88,1,479,4794547.17,0,0.1729,8.3,4.6,187416.44,136493.32
8132,1406,4,717,302,13,319,291439.51,0,0.0377,4.3,4.5,9170.01,4625.69
8133,940,8,534,316,6,368,2910427.68,0,0.2243,52.6,3.4,43750.46,25272.89
8134,1528,3,682,79,8,247,397295.7,0,0.4585,48.1,3.4,21895.81,8002.08
8135,447,2,1392,227,5,482,3334690.23,0,0.4079,17,3.9,27491.22,10547.92
8136,680,9,1021,24,1,337,921862.96,0,0.4919,42,3.2,28417.19,21594.77
8137,344,11,1181,420,11,20,171714.03,0,0.4096,53.7,2.3,3306.01,2020.26
8138,425,4,734,177,10,159,1394876.6,0,0.3729,49.2,3,25713.21,20552.22
8139,625,9,1487,187,11,31,2657178.79,1,0.0708,13.2,4.2,96057.73,62856.82
8140,306,6,1896,270,7,186,2675467.11,0,0.4905,19.2,4,36798.27,21329.28
8141,148,1,1604,214,11,487,3817946.24,0,0.1672,18.5,3.7,39460.96,16105.52
8142,849,3,161,295,15,341,303338.91,0,0.1446,27.9,3,11667.63,7241.59
8143,732,7,174,264,13,391,41906.5,0,0.0438,30,3.4,1676.35,989.8
8144,454,9,905,176,10,224,3571321.98,0,0.2187,18.7,4.3,47084.22,31441.61
8145,938,8,1523,80,9,268,4771247.7,0,0.4505,51.4,3.3,78321.42,60787.51
8146,33,13,1574,238,12,471,964352.7,0,0.3917,5.6,4.5,14181.11,8609.18
8147,1756,18,1360,81,7,445,750380.13,0,0.3055,31.9,3.8,39834.78,26729.57
8148,1525,19,26,197,9,43,1715431.98,0,0.381,22.6,4.4,89698.09,64236.46
8149,1343,9,1790,297,10,49,3511462.69,0,0.0548,48.8,2.8,82463.32,52685.03
8150,1721,20,1528,291,9,363,3809233.93,0,0.1184,56.9,3,139519.66,79603.34
8151,1217,6,1323,448,13,296,4683513.23,0,0.25,8.5,4.8,214592.55,80944.4
8152,1204,12,437,181,2,198,4009821.6,0,0.3444,28,3.6,233203,117751.46
8153,984,4,1819,54,8,416,139765.23,0,0.2974,25.8,3.7,1835.68,1246.82
8154,1542,9,759,165,12,191,1032680.54,0,0.1022,3.2,5,49767.52,28691.6
8155,391,10,11,436,15,230,1778294.1,0,0.4162,52,2.2,31712.42,18926.53
8156,1545,3,1262,18,7,15,4734610.97,0,0.0938,14.2,4.9,278032.68,199862.22
8157,357,17,619,277,12,346,3028444.34,0,0.148,7,4.4,133857.98,56973.52
8158,573,7,1434,256,7,468,4981590.58,0,0.475,54.6,2.7,218586.95,154969.49
8159,464,8,1358,298,2,268,1588789.44,0,0.4708,18.6,4,31015.11,19560.59
8160,930,11,1337,321,1,233,4606994.27,0,0.1078,34.3,3.5,139541.91,66287.25
8161,1699,13,1025,465,4,493,3493473,0,0.1376,34.8,3.4,40637.68,16095.98
8162,99,3,523,136,7,367,4435436.43,0,0.3324,60,2.2,36743.49,18268.97
8163,148,19,1694,477,6,239,4613201.6,0,0.4241,49.9,2.8,98870.72,57597.26
8164,570,14,88,212,10,154,2265670.85,0,0.2921,15.4,4.1,122711.3,59801.09
8165,727,16,242,241,2,414,4359894.27,0,0.1618,37.4,3.1,122523.72,48111.37
8166,1340,15,1009,114,7,349,4916212.15,0,0.1638,3.4,4,137181.47,109684.3
8167,1002,2,1156,357,10,414,3335917.95,0,0.047,35.5,3.2,46609.8,19093.76
8168,1206,6,598,423,11,77,1295968.72,0,0.0326,55.7,2.3,22782.27,13177.28
8169,1571,7,1646,317,9,233,1347344.59,0,0.0903,6.7,4.7,61564.91,46565.03
8170,303,9,1352,444,2,446,3762234.18,0,0.4967,7.9,5,122066.51,60895.8
8171,1582,9,111,197,10,171,1643918.97,0,0.1222,4.5,4.9,19243.52,14782.35
8172,1623,17,1744,187,15,22,2055822.68,0,0.2882,35.1,2.8,69027.3,27023.73
8173,4,3,289,266,11,235,2633083.62,0,0.1108,22.3,3.9,144717.06,51746.8
8174,778,4,1441,191,15,489,4558512.66,0,0.4371,6.9,4.8,135469.6,92317.07
8175,107,2,74,454,5,273,3556893.11,0,0.341,15.7,5,58309.34,23040.19
8176,75,1,1858,263,11,407,1455641.71,0,0.3788,54.5,3.2,27812.31,20010.56
8177,1064,10,1785,35,2,25,669246.88,0,0.4135,21.4,4.3,28988.32,12056.74
8178,639,3,108,347,1,245,1449714.13,0,0.4112,11.2,3.9,44435.79,28223.44
8179,695,10,1540,42,11,326,1668269.92,0,0.0334,24.2,4.7,59900.18,34616.54
8180,1143,9,1751,213,7,246,3663370.78,0,0.3458,20.8,4.3,176485.45,139251.54
8181,73,17,1715,88,2,37,2126801.72,1,0.4166,40.3,3.9,85601.74,36817.96
8182,552,15,1691,285,6,474,4989684.52,1,0.0559,16.2,5,168580.27,125620.07
8183,1228,3,801,155,7,313,173435.13,0,0.2803,2.3,3.9,9170.38,5952.43
8184,977,3,737,294,1,469,1771902.95,0,0.1108,45.3,3.1,100288.03,77978.79
8185,96,4,1129,258,11,355,430574.97,0,0.13,31.1,4.1,16073.39,11205.21
8186,1303,4,1406,25,12,326,1784259.35,0,0.4258,14.3,4.8,96280.49,61588.11
8187,1167,17,1620,194,9,278,2169136.49,0,0.2461,26.4,3.7,28422.54,18702.61
8188,1139,6,77,294,6,209,4455838.79,0,0.1167,28.4,3.4,101096.45,41248.79
8189,1500,11,203,59,2,459,2127385.75,0,0.3807,54.6,2.2,80040.65,61202.98
8190,884,12,851,466,1,4,128490.39,0,0.449,3,4.6,6533.58,4699
8191,1157,7,1525,106,1,58,4775984.68,1,0.3491,55.9,3.3,47707.35,25600.17
8192,1192,13,1265,7,2,172,727135.13,0,0.4628,4.1,4.8,38748.74,26966.34
8193,1269,6,800,177,12,330,3868777.52,0,0.1646,59.2,2.3,72772.08,42124.91
8194,277,3,707,196,9,273,1002140.44,0,0.2334,31.4,3.5,55243,23200.21
8195,259,14,1396,364,2,230,4616744.11,0,0.0795,27.7,3.9,138864.64,82271.99
8196,46,14,1229,232,15,146,1133496.71,0,0.0645,44.3,3.3,26888.68,19767.11
8197,346,10,412,297,1,437,4275973.31,0,0.2195,3.6,5,185675.86,76842.15
8198,847,5,1238,202,13,275,2073372.83,0,0.3506,50.3,3.1,97542.17,54861.87
8199,895,2,441,435,4,342,2236268.29,0,0.3845,54.4,2.8,35831.48,17757.18
8200,1261,6,1555,361,14,317,3146407.61,0,0.1009,5.7,4.6,133451.72,96706.49
8201,1077,11,1695,220,13,57,2437618.26,0,0.3185,29.2,3.7,103676.68,78525.17
8202,1172,18,1236,350,9,335,1684379.74,0,0.2767,22.8,3.8,23019.91,15883.09
8203,1723,11,53,280,12,300,1213779.37,0,0.4097,44.8,3.3,19430.15,13536.64
8204,1557,15,1535,292,8,147,1331908.17,1,0.3725,46.1,3.3,18705.22,14525.28
8205,1114,3,1112,336,7,409,3518126.22,0,0.265,36.4,2.9,76537.29,55755.81
8206,233,2,672,481,8,37,544636.43,1,0.1457,49.3,3.5,28025.03,15782.55
8207,1751,7,9,394,2,402,2808267.83,0,0.4422,40.7,3.2,135527.79,96316.04
8208,51,5,691,496,5,58,1898169.53,0,0.1086,30.9,3.6,53569.06,21783.05
8209,665,13,83,277,12,268,1766255.59,0,0.1522,34.8,3.6,85578.57,33542.66
8210,1652,8,1687,283,15,32,3577741.46,1,0.3469,19.9,5,40784.78,23878.44
8211,1418,9,1049,311,15,410,2516635.26,0,0.2783,28,4.1,140236.77,84612.12
8212,1238,8,225,85,12,410,386888.61,0,0.0791,56.3,2,11574.47,8413.39
8213,451,10,1521,219,7,431,4547927.87,0,0.2578,45.4,4.2,260737.45,186298.74
8214,1363,2,430,480,1,426,4490200.42,0,0.0854,14.9,3.8,59844.1,39705.68
8215,351,10,1452,389,6,476,2127356.59,0,0.0812,7.3,5,83549.95,32259.18
8216,649,11,1218,373,7,89,69765.57,0,0.1503,6,4.2,3551.01,2118.6
8217,1309,11,1142,227,8,222,302197.15,0,0.1108,51.4,2.6,16397.6,6279.57
8218,878,5,835,470,5,51,2458493.79,0,0.4961,50.5,3.2,51335.85,21992.78
8219,583,14,895,315,14,297,408061.06,0,0.4802,20.5,4.4,5987.3,2255.13
8220,245,3,1948,420,8,486,2216690.17,0,0.3704,2.7,5,100265.19,63231.82
8221,550,20,760,330,10,462,949548.97,0,0.4246,26.7,4.4,14190.01,7926.1
8222,728,2,995,290,11,193,4012556.79,0,0.4522,21.4,3.9,82039.88,57577.36
8223,639,18,78,52,1,353,1838501.95,0,0.2789,9.4,4.9,109963.14,69854.38
8224,584,1,1176,390,15,61,1893063.63,0,0.4099,13.5,5,74794.72,33831.96
8225,226,1,1080,142,14,383,125648.42,0,0.4542,36.9,3.5,6849.23,3491.34
8226,827,17,1842,59,4,459,3269166.44,0,0.0537,43.7,3.4,137427.19,52079.64
8227,441,6,357,57,13,291,3867548.9,0,0.4089,35.1,4.2,144185.86,52166.94
8228,1498,13,1283,120,11,85,1318116.36,0,0.069,11.7,5,52529.68,24700.43
8229,1468,1,535,37,6,278,3084363.67,0,0.4737,20.1,4.5,180321.67,86987.47
8230,1820,6,674,186,4,453,3234829.81,0,0.3461,42.9,3.3,189252.69,143920.09
8231,412,8,1801,467,13,40,3148697.27,1,0.4992,6.8,5,183205.27,65730.72
8232,814,13,1618,288,5,54,3491836.19,0,0.2193,41.6,2.9,70690.14,37851.72
8233,246,2,571,276,11,466,3925155.53,0,0.434,51.6,2.6,44211.83,30393.89
8234,583,8,578,126,12,165,3790491.85,0,0.4794,48,2.7,167969.01,78655.27
8235,1731,1,406,213,11,428,2870588.79,0,0.1682,35.4,3.6,95272.87,69572.9
8236,500,13,115,463,2,247,4694435.76,0,0.4347,53.9,3.6,256990.3,132036.06
8237,982,1,1827,337,7,285,3902519.3,0,0.2058,5.4,4.9,141051.74,50456.15
8238,550,10,1951,189,9,338,4454401.1,0,0.2266,32.8,3.9,129193.14,89052
8239,117,5,474,492,7,373,2539621.76,0,0.4395,46.8,2.6,62041.72,37964.69
8240,1774,20,754,185,1,12,3502682.02,0,0.2835,28.6,3.7,49420.58,25836.68
8241,1388,13,1358,109,2,405,4315537.29,0,0.2202,59.3,2.5,85486.26,48190.62
8242,204,5,1645,52,12,40,2699331.13,0,0.1014,3.1,4.5,88602.19,59205.4
8243,351,10,1840,344,11,30,4370278.47,0,0.2355,21.2,3.9,89887.46,66315.18
8244,319,3,1333,341,8,320,3626445.68,0,0.3733,53.8,3.8,201980.93,114205.6
8245,1383,2,331,432,1,297,3769158.28,0,0.3542,11.9,5,209129.62,83831.61
8246,1541,2,1568,335,2,335,4636790.89,0,0.3978,28.6,2.9,170480.9,62880.73
8247,940,5,725,395,5,227,1652159.22,0,0.3851,44.9,2.9,27961.62,17922.26
8248,489,4,983,101,14,303,2973736.15,0,0.1996,31,3.7,73775.29,45106.57
8249,1693,2,1528,414,15,220,1364027.94,0,0.4241,24.1,3.8,66430.12,39483.15
8250,107,9,88,316,6,260,2646390.09,0,0.0482,3.2,4.8,114395.59,44793.79
8251,1764,9,908,146,1,412,2218800.68,0,0.0434,47.9,2.8,104161.11,61994.37
8252,654,9,574,376,1,94,2287657.18,0,0.4794,43.3,3.1,50402.96,27280.42
8253,172,4,3,476,2,432,1043677.13,0,0.4419,54.8,3,8737.18,5201.74
8254,1682,8,1798,205,3,313,3127878.08,0,0.2192,54.5,2.8,27297.49,13852.71
8255,519,18,1407,491,9,377,3978095.51,0,0.4262,51.4,2.6,170918.35,103530.6
8256,958,9,1648,458,3,499,1344020.81,0,0.3355,23,4.1,49214.76,30069.94
8257,813,3,524,175,8,242,620506.58,0,0.1099,26.9,3.9,18208.01,12974.5
8258,528,6,1589,231,6,219,1277541.02,0,0.2444,55.6,2.1,61363.08,42002.91
8259,320,19,1172,126,10,16,3776397.48,1,0.0598,10.7,5,205589.43,127949.8
8260,1061,5,506,268,5,352,317961.94,0,0.1874,3.5,4.8,17079.07,8578.42
8261,499,17,646,434,9,396,3089389.89,0,0.1273,39.4,2.8,145039.14,94253.78
8262,1689,19,84,251,15,492,4099222.6,0,0.4161,21.2,3.7,245619.36,106411.99
8263,265,3,1422,358,8,311,4008472.94,0,0.3766,13.3,3.4,35074.76,14405.35
8264,1719,8,184,489,14,420,4937699.01,0,0.0587,26.5,4.6,100620.24,55794.1
8265,1692,9,169,112,11,399,3950144.58,1,0.2828,16.1,4.6,194189.47,101851.21
8266,1673,8,1585,40,3,147,675040.62,0,0.3712,17.8,4.5,17181.08,6499.65
8267,908,14,108,218,7,146,1736261.66,0,0.3229,14.1,4.5,94389.03,69088.47
8268,402,10,193,236,14,218,1085691.36,0,0.0554,46.2,3.1,47831.24,21418.45
8269,987,17,852,192,14,459,1882525.19,0,0.1228,57.8,2.4,17319.39,6537.61
8270,602,3,1238,275,4,478,3184939.36,0,0.2107,39,3.7,102502.78,48867.06
8271,952,3,1384,87,8,412,1449873.15,0,0.0902,34.3,3.6,20328.79,10075.22
8272,218,3,1119,240,7,440,644713.64,0,0.0988,53.5,2.5,35040.81,22126.89
8273,330,4,1567,356,3,151,3571300.89,0,0.2116,3.3,5,65612.13,44151.75
8274,186,17,1180,155,7,463,586860.78,0,0.2606,14.4,3.9,8411.52,4508.88
8275,1405,14,1548,180,6,368,4739569,0,0.0614,28.9,3.9,212510.33,133012.22
8276,209,2,272,80,6,11,3093267.43,0,0.3729,8.1,4.5,73563.77,42215.33
8277,1587,12,1761,7,14,427,3822271.28,0,0.2852,24.9,3.5,156403.99,65578.4
8278,288,5,1187,251,11,341,4121580.41,0,0.4818,24.2,3.7,193886.4,103551.96
8279,88,2,556,191,10,384,3215414.27,0,0.1619,56.9,3.1,126228.85,99071.69
8280,1003,12,1860,77,3,301,3510285.88,0,0.1526,11.5,4.2,133800.04,76560.51
8281,136,9,906,55,4,39,3951950.53,0,0.1895,29.6,3.5,60072.89,40207.13
8282,158,9,738,204,13,479,2271004.68,0,0.2857,8.3,4.7,22147.37,13218.59
8283,794,20,765,347,4,79,14770.04,0,0.1735,47.5,2.4,753.32,562.79
8284,920,1,745,481,15,465,4834973.24,0,0.1727,45.5,3.4,141530.07,66276.9
8285,155,7,771,159,6,473,1214366.62,0,0.434,58.2,2.1,23932.42,8985.99
8286,1487,18,799,139,13,152,749297.56,0,0.0757,22.8,3.5,41158.56,17761.55
8287,220,10,1204,401,9,429,4596145.72,0,0.2649,59.4,2.4,254714.97,133777.35
8288,1483,15,1247,230,5,292,2706646.06,0,0.3845,42.2,3.1,151525.73,92215.58
8289,1191,9,116,322,8,353,1379024.8,1,0.4797,6.8,4.7,28813.3,10607.45
8290,322,11,961,67,5,364,4658893.91,0,0.4444,4.4,4.8,203446.37,84893.12
8291,691,1,1029,98,15,4,4276959.68,0,0.1297,9.1,4.5,152196.53,55039.53
8292,841,11,773,114,15,193,2279603.19,0,0.2465,2,4.8,84732.03,39497.39
8293,1586,1,66,416,6,102,4780956.83,0,0.3033,42.2,3,147600.51,105548.35
8294,512,5,527,408,6,184,467015.52,0,0.1827,57.5,2.8,8043.09,5574.79
8295,87,18,449,472,4,395,4688102.01,0,0.1796,4.5,5,132189.65,47306.61
8296,1569,1,1173,13,10,85,2302364.02,0,0.1171,13.5,3.7,27039.54,10817.52
8297,275,10,101,406,10,153,2307710.39,0,0.0537,57.7,3.3,110887.06,42330.7
8298,141,13,1991,147,5,250,2267152.41,0,0.396,16.4,4.5,74997.79,46988.35
8299,1742,8,1291,437,4,50,2153070.07,0,0.2405,51.7,3.7,35128.57,19437.94
8300,1760,13,730,222,2,348,2687354.38,0,0.4398,13.4,4.5,100720.46,58371.48
8301,625,20,554,423,2,370,4975805.51,0,0.1202,58.2,2.1,56211.89,40973.71
8302,1814,2,66,21,8,52,73384.05,0,0.2045,24.6,3.7,1015.33,793.61
8303,916,12,1374,496,15,262,2500849.22,0,0.197,43,2.9,102252.72,57162.14
8304,353,13,1853,215,4,302,1418864.16,0,0.3145,56.8,2.4,21804.01,10781.95
8305,1029,8,1852,144,13,198,858194.35,0,0.2594,18.1,4.5,19101.38,9989.26
8306,382,15,1934,490,14,214,4625546,0,0.3155,27,3.7,194863.2,125410.46
8307,1748,7,120,391,9,271,1923044.43,0,0.1967,17.9,4.4,65019.93,39533.09
8308,1792,7,245,340,12,118,2732440.49,0,0.4725,30.3,3.7,47041.18,36792.33
8309,1358,17,389,112,6,445,4651956.69,0,0.4686,54.5,2.3,99478.88,37966.11
8310,475,19,287,490,12,289,2397557.49,0,0.3957,13.4,4.9,134081.6,86223.04
8311,928,3,1072,382,12,337,1441697.13,0,0.498,32.3,3.6,64732.09,38355.31
8312,30,7,800,78,13,381,484833.82,0,0.128,10.9,3.7,11286.48,6946.02
8313,1371,12,825,154,5,396,2992232.27,0,0.2333,25.6,4.3,29660.36,17712.47
8314,922,14,1791,86,7,287,4558055.38,0,0.3268,13.7,4,238251.03,135280.55
8315,594,2,418,361,6,483,404729.25,0,0.2131,15.3,5,20976.97,12030.89
8316,493,7,970,484,4,34,2230165.38,0,0.1371,29.3,4.4,48929.87,22793.12
8317,1772,16,351,474,10,32,3323481.57,0,0.0503,45,3,115445.04,40618.94
8318,495,9,155,76,9,23,504455.53,0,0.4744,9.4,4.1,10084.43,5675.06
8319,388,1,1362,369,6,102,394494.76,0,0.1383,47.8,2.8,11898.66,5681.85
8320,873,12,1285,31,3,69,1023275.93,0,0.2515,59.3,2.8,12182.72,8185.96
8321,835,2,1553,360,4,40,657430.91,0,0.0404,19.7,3.6,7586.86,3043.38
8322,1277,18,203,324,4,450,1889726.64,0,0.2828,13.6,4.7,33371.5,21598.33
8323,630,14,965,168,8,379,2051525.86,0,0.4235,3.6,5,22754.65,13913.35
8324,939,12,1909,283,5,31,2264277.51,0,0.2453,13.2,4.4,125274.78,79162.37
8325,30,18,440,393,8,396,2456112.32,0,0.4585,36.7,4.1,88717.67,31912.13
8326,623,5,1190,460,13,359,292199.82,0,0.1306,51.1,2.7,13608.92,6745.87
8327,1790,7,379,349,11,494,3315164.09,0,0.1252,2.3,4.7,75354.72,53757.64
8328,1735,4,1462,220,8,298,3668851.15,0,0.3113,38.6,2.7,54451.43,25681.55
8329,807,13,48,272,6,404,687023.13,0,0.4108,10.5,4.4,31659.7,21637.6
8330,342,16,229,200,13,270,1135611.63,0,0.0323,48.3,3.3,13874.05,11059
8331,1311,16,1749,367,5,331,1403539.9,0,0.1492,14.6,4.6,46418.59,33917.25
8332,1421,19,1752,113,14,188,2081521.27,0,0.1468,5.9,4.3,108194.02,50017.18
8333,1001,4,990,13,2,479,2008413.77,0,0.2706,58.9,2.4,101232.97,49690.67
8334,1533,20,2000,462,15,115,1029145.12,0,0.32,29,3.6,57247.8,38241.64
8335,244,20,1841,60,1,225,368275.71,0,0.2851,23.9,3.9,19212.6,12958.04
8336,221,1,681,335,7,90,1453036.51,0,0.1447,35.4,3.3,27956.46,21978.67
8337,1180,13,1046,188,10,2,3896296.9,1,0.4393,34.2,3.3,160480.61,94088.17
8338,1407,20,1977,393,12,415,292690.37,0,0.3939,4.7,4.6,16487.99,10743.61
8339,1772,20,1986,437,10,439,1831417.03,0,0.3288,22.1,4.2,38862.1,20684.02
8340,1344,9,1299,376,14,35,964731.97,0,0.2049,37.4,3.6,25979.6,19789.87
8341,373,10,1137,381,11,27,3562844.92,1,0.1842,56.8,3.1,187595.68,73549.43
8342,531,6,1893,364,7,133,1657897.87,0,0.3787,39.8,3.1,48434.69,21356.9
8343,215,7,898,288,2,75,1986992.84,0,0.0878,11.8,4.9,70542.21,49294.43
8344,367,16,1739,470,15,435,4585589.27,0,0.0459,2.6,4.8,246927,181989.5
8345,114,17,1569,55,13,231,3056376.07,0,0.4849,47.6,2.7,121316.84,68607.16
8346,1224,1,969,243,3,92,4119281.17,0,0.4762,50.3,2.4,198562.95,150184.29
8347,25,9,955,153,11,400,3424871.47,0,0.4731,12.6,4.9,133551.66,91806.67
8348,934,14,1113,169,8,372,4800061.56,0,0.2873,20.6,4.2,269049.91,104562.27
8349,1145,15,646,282,12,424,2858272.87,0,0.0755,47.6,3.4,93027.41,62992.95
8350,1766,4,11,109,4,346,1250358.97,0,0.2651,41.7,3.6,54060.42,40416.54
8351,611,8,1051,413,5,344,3472113.89,0,0.1992,9.7,4.4,114282.54,70240.87
8352,858,15,456,384,15,196,4101459.43,1,0.3022,40.5,2.8,72873.89,42859.08
8353,1027,4,1965,338,7,460,4837926.03,0,0.4529,43.1,3.4,227876.15,159587.9
8354,898,19,1055,36,8,210,3089133.48,0,0.2495,59.4,2.5,113580.49,47307.7
8355,773,3,603,212,1,119,4110006.64,0,0.4141,53.8,3.4,36771.4,20641.25
8356,445,8,1471,353,7,462,3553372.63,0,0.2605,4.1,4.9,69007.51,36500.33
8357,1278,2,1452,340,3,337,3875409.71,0,0.4772,8.2,4.5,183711.17,116958.63
8358,20,8,1705,131,15,172,2989254.87,0,0.2517,25.4,4.1,30348.81,17331.97
8359,1228,8,1583,59,15,425,1456039.58,0,0.3643,20.6,4.2,27247.51,9940.85
8360,806,17,965,491,5,16,438920.52,1,0.245,8.1,5,8098.97,3433
8361,1381,16,591,162,12,117,3599842.49,0,0.2194,46,3,77546.57,59730.34
8362,128,16,514,262,12,298,4147744.43,0,0.3819,19,4.1,140909.45,90012.32
8363,358,16,399,159,1,404,3856018.18,1,0.3802,51.2,3.2,216301.42,98222.67
8364,1316,7,1556,227,11,190,199066.22,0,0.1321,22.5,4.2,9411.52,3301.03
8365,1198,15,387,160,3,372,275871.72,0,0.2224,45.2,3.2,8185.23,4807.09
8366,1757,17,618,298,5,107,516552.75,0,0.034,14.2,3.9,16365.16,10372.71
8367,1379,3,1831,313,1,156,4122382.53,0,0.0387,29.3,3.8,55969.27,21603.73
8368,881,1,1354,329,2,444,3053529.95,0,0.0981,34.1,3.6,126553.31,89844.32
8369,1061,8,1626,46,13,297,2948932.84,0,0.3886,27.9,4,145468.7,57506.67
8370,1334,7,138,368,3,385,1067447.14,0,0.0654,47.1,3,52095.62,32194.92
8371,1685,18,1704,475,13,16,383703.82,0,0.4721,40.4,4.2,16195.57,12421.78
8372,917,5,653,344,8,388,3980793.09,0,0.121,35.8,3.3,148302.06,75368.41
8373,1628,15,1749,312,15,310,4142193.17,0,0.4466,15.4,4.7,38942.88,17171.14
8374,1606,7,482,434,5,480,1257508.86,0,0.4767,32.4,3.2,71506.05,27093.38
8375,1108,10,300,123,5,29,4129949.45,0,0.2309,42.8,4,190329.44,71958.04
8376,510,16,32,214,13,200,1565445.38,0,0.2757,56.6,3.3,29142.14,19250.54
8377,444,2,457,158,3,194,4060057.67,0,0.1807,10,4.5,50048.73,32605.26
8378,1444,18,542,164,9,238,344308.27,0,0.4528,52.3,2.8,5962.92,2937.59
8379,1229,15,1409,282,9,152,1724302.9,0,0.2697,9,5,78996.83,61698.39
8380,1512,19,1845,50,12,297,3852299.1,0,0.4913,41.6,3.5,182220.6,144892.44
8381,779,20,1356,130,14,63,1444580.63,0,0.4854,39.2,3,85411.42,47842.74
8382,1112,14,44,362,12,312,202440.64,0,0.4775,52.7,2.9,11573.13,6900.45
8383,252,2,547,364,2,494,752558.87,0,0.1974,5.4,4.3,26207.86,9470.76
8384,1747,18,984,263,8,270,4808470.45,0,0.0687,53.4,3,124586.93,69786.58
8385,1055,9,424,155,1,437,3001605.91,0,0.3445,20.9,4.7,55465.84,22149.24
8386,421,1,45,336,5,126,885615.28,1,0.4405,29.8,4.3,16456.44,7365.31
8387,61,16,1980,305,15,172,3238822.26,0,0.1966,51.7,2.6,53590,32237.72
8388,579,12,380,46,7,171,3116938.63,0,0.4825,33.7,3.6,115203.21,86961.88
8389,1250,12,497,248,8,129,2039593.51,0,0.4581,21.7,4.2,19011.98,7688.32
